实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
AKTSIONERNOE OBSHCHESTVO TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV,组织,US-SSI,制裁,"别名: CENTRAL DESIGN BUREAU OF SPECIAL RADIO MATERIALS OPEN JOINT STOCK COMPANY; TSKB RM, AO; OPEN JOINT-STOCK COMPANY CENTRAL DESIGN OFFICE OF RADIOMATERIALS",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18793,us_ofac_cons,2026-06-19
VTB BANK (AUSTRIA) AG,组织,US-SSI,制裁,,at,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18727,us_ofac_cons,2026-06-19
AKTSIONERNOE OBSHCHESTVO RT-KHIMICHESKIE TEKHNOLOGII I KOMPOZITSIONNYE MATERIALY,组织,US-SSI,制裁,别名: OAO JSC CHEMCOMPOSITE; RT-CHEMICAL AND COMPOSITE TECHNOLOGIES AND MATERIALS; JOINT STOCK COMPANY RT-CHEMICAL TECHNOLOGIES AND COMPOSITE MATERIALS,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18776,us_ofac_cons,2026-06-19
"GAZPROM TRANSGAZ MAKHACHKALA, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ MAKHACHKALA; GAZPROM TRANSGAZ MAKHACHKALA,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19681,us_ofac_cons,2026-06-19
CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,组织,US-NS-CMIC,制裁,别名: COMEC,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32079,us_ofac_cons,2026-06-19
FINANSOVY ASSISTENT CJSC,组织,US-SSI,制裁,别名: CJSC 'FINANSOVY ASSISTANT'; ZAO 'FINANSOVY ASSISTANT',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19999,us_ofac_cons,2026-06-19
Public Joint Stock Company Gazprom Neft,组织,US-SSI,制裁,别名: Publichnoe Aktsionernoe Obshchestvo Gazprom Neft; Gazprom Neft PJSC; GAZPROM NEFT PAO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17143,us_ofac_cons,2026-06-19
"NOVATEK-TRANSERVIS, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TRANSERVIS'; OOO NOVATEK-TRANSERVICE,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20680,us_ofac_cons,2026-06-19
ROSNEFT TRADE LIMITED,组织,US-SSI,制裁,,cy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18300,us_ofac_cons,2026-06-19
OJSC ACHINSK REFINERY,组织,US-SSI,制裁,别名: JSC Achinsk Oil Refinery VNK; Joint Stock Company Achinsk Refinery of Eastern Petroleum Company; ACHINSK REFINERY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18292,us_ofac_cons,2026-06-19
VTB PENSION ADMINISTRATOR LIMITED,组织,US-SSI,制裁,别名: VTB PENSION ADMINISTRATOR LTD; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB PENSIONNY ADMINISTRATOR; VTB PENSIONNY ADMINISTRATOR OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18730,us_ofac_cons,2026-06-19
"GAZPROM TRANSGAZ UFA, OOO",组织,US-SSI,制裁,别名: GAZPROM TRANSGAZ UFA; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ UFA',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19683,us_ofac_cons,2026-06-19
Wael AL-HUSSEINI,个人,US-NS-PLC,制裁,别名: Wael Mohamad ABED AL RAHMAAN; Wael Muhammed ABDUL RAHMAN,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9695,us_ofac_cons,2026-06-19
JOINT STOCK COMPANY SBERBANK LEASING,组织,US-SSI,制裁,别名: SBERBANK LEASING ZAO; SBERBANK LIZING ZAKRYTOE AKTSIONERNOE OBSHCHESTVO; Sberbank Leasing JSC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18709,us_ofac_cons,2026-06-19
ПАО РУСГИДРО,组织,US-NS-MBS,制裁,"别名: PUBLIC JOINT-STOCK COMPANY FEDERAL HYDRO-GENERATING COMPANY - RUSHYDRO; RUSGIDRO, PAO; PUBLICHNOE AKTSIONERNOE OBSHCHESTVO FEDERALNAYA GIDROGENERIRUYUSHCHAYA KOMPANIYA - RUSGIDRO",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34578,us_ofac_cons,2026-06-19
Russian Agency for Export Credit and Investment Insurance OJSC,组织,US-SSI,制裁,别名: RUSSIAN AGENCY FOR EXPORT CREDIT AND INVESTMENT INSURANCE JSC; ROSSISKOE AGENTSTVO PO STRAKHOVANIYU EKSPORTNYKH KREDITOV I INVESTITSI OTKRYTOE AKTSIONERNOE OBSHCHESTVO; EKSAR OAO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18272,us_ofac_cons,2026-06-19
Huda Naim AL-QREINAWI,个人,US-NS-PLC,制裁,别名: Houda Naim AL QRENAWI,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9645,us_ofac_cons,2026-06-19
"FUJIAN TORCH ELECTRON TECHNOLOGY CO., LTD.",组织,US-NS-CMIC,制裁,别名: TORCH ELECTRON,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32077,us_ofac_cons,2026-06-19
AEROSPACE COMMUNICATIONS HOLDINGS GROUP COMPANY LIMITED,组织,US-NS-CMIC,制裁,"别名: AEROCOM; Aerospace Communications Holdings Co., Ltd.",cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32073,us_ofac_cons,2026-06-19
"ACHIM DEVELOPMENT, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'ACHIM DEVELOPMENT'; ACHIM DEVELOPMENT,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19692,us_ofac_cons,2026-06-19
BM BANK PUBLIC JOINT STOCK COMPANY,Company,US-SSI,制裁,别名: PUBLICHNOYE JOINT-STOCK COMPANY BM BANK; Joint Stock Commercial Bank - Bank of Moscow Open Joint Stock Company; BM Bank AO,ru; ua,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17017,us_ofac_cons,2026-06-19
OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROMINVEST,组织,US-SSI,制裁,"别名: PROMINVEST, OOO; PROMINVEST LIMITED LIABILITY COMPANY",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18780,us_ofac_cons,2026-06-19
"VOSTOKGAZPROM, OAO",组织,US-SSI,制裁,别名: VOSTOKGAZPROM; OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VOSTOKGAZPROM',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19684,us_ofac_cons,2026-06-19
Газпромбанк Акционерное общество,组织,US-SSI,制裁,别名: Bank GPB JSC,mn; ru; in; kz; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17016,us_ofac_cons,2026-06-19
China Mobile Limited,组织,US-NS-CMIC,制裁,别名: CHINA MOBILE LTD,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30923,us_ofac_cons,2026-06-19
SB SECURITIES SA,组织,US-SSI,制裁,,lu,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18753,us_ofac_cons,2026-06-19
VEB ENGINEERING LLC,组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VEB INZHINIRING; VEB Engineering Limited Liability Company; OOO VEB Engineering,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18287,us_ofac_cons,2026-06-19
JOINT STOCK COMPANY SURGUTNEFTEGASBANK,组织,US-SSI,制裁,别名: SNGB AO; CLOSED JOINT STOCK COMPANY SURGUTNEFTEGASBANK; JSC BANK SNGB,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23577,us_ofac_cons,2026-06-19
OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO,组织,US-SSI,制裁,别名: UNITED ENGINE CORPORATION JSC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18819,us_ofac_cons,2026-06-19
OJSC ANGARSK PETROCHEMICAL COMPANY,组织,US-SSI,制裁,别名: ANGARSK REFINERY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18280,us_ofac_cons,2026-06-19
GPB FINANCIAL SERVICES LIMITED,组织,US-SSI,制裁,,cy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20315,us_ofac_cons,2026-06-19
"GAZMASH, AO",组织,US-SSI,制裁,别名: AKTSIONERNOE OBSHCHESTVO 'GAZMASH'; GAZMASH,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19673,us_ofac_cons,2026-06-19
GAZPROMBANK UPRAVLENIE AKTIVAMI,组织,US-SSI,制裁,别名: CLOSED JOINT-STOCK COMPANY GAZPROMBANK-UPRAVLENIE AKTIVAMI; GAZPROMBANK ASSET MANAGEMENT ZAO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20298,us_ofac_cons,2026-06-19
"GAZPROM RUSSKAYA, OOO",组织,US-SSI,制裁,别名: GAZPROM RUSSKAYA; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM RUSSKAYA',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19542,us_ofac_cons,2026-06-19
GAZPROM MEDIA HOLDING,组织,US-SSI,制裁,别名: JSC GAZPROM-MEDIA HOLDING; JOINT-STOCK COMPANY GAZPROM-MEDIA HOLDING,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20296,us_ofac_cons,2026-06-19
China Unicom (Hong Kong) Limited,组织,US-NS-CMIC,制裁,,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30924,us_ofac_cons,2026-06-19
NAGELFAR TRADE AND INVEST LIMITED,组织,US-SSI,制裁,别名: NAGELFAR TRADE & INVEST LIMITED,vg; cy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20318,us_ofac_cons,2026-06-19
VTB INSURANCE LIMITED,组织,US-SSI,制裁,"别名: VTB STRAKHOVANIE SK OOO; INSURANCE COMPANY VTB-INSURANCE, LTD; INSURANCE COMPANY VTB-INSURANCE LIMITED",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18732,us_ofac_cons,2026-06-19
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY,组织,US-SSI,制裁,别名: SK SBERBANK STRAHOVANIE LLC; LLC INSURANCE COMPANY SBERBANK INSURANCE; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18750,us_ofac_cons,2026-06-19
Marwan Mohammed ABU RAS,个人,US-NS-PLC,制裁,别名: Merwan Muhammed ABOU RAAS,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9662,us_ofac_cons,2026-06-19
"GAZ-OIL, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZ-OIL'; GAZ-OIL,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19639,us_ofac_cons,2026-06-19
Ahmad Yousef ABU HALABIYYE,个人,US-NS-PLC,制裁,,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9666,us_ofac_cons,2026-06-19
"KHOMYAKOVSKI KHLADOKOMBINAT, ZAO",组织,US-SSI,制裁,别名: CLOSED JOINT STOCK COMPANY 'Homiakovskiy Cold Storage Complex'; ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'KHOMYAKOVSKI KHLADOKOMBINAT',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20668,us_ofac_cons,2026-06-19
VTB BANK JSC BELGRADE,组织,US-SSI,制裁,别名: VTB BANKA AD BEOGRAD,rs,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18728,us_ofac_cons,2026-06-19
Ismail AL-ASHQAR,个人,US-NS-PLC,制裁,别名: Ismail Abdallatif AL-ALASHQAR,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9711,us_ofac_cons,2026-06-19
"GAZPROM DOBYCHA YAMBURG, OOO",组织,US-SSI,制裁,别名: GAZPROM DOBYCHA YAMBURG; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA YAMBURG',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19468,us_ofac_cons,2026-06-19
VTB CAPITAL HOLDINGS CLOSED JOINT STOCK COMPANY,组织,US-SSI,制裁,别名: VTB Capital JSC; KHOLDING VTB KAPITAL ZAKRYTOE AKTSIONERNOE OBSHCHESTVO; VTB CAPITAL HOLDING CJSC,ru; hk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18729,us_ofac_cons,2026-06-19
Atef UDWAN,个人,US-NS-PLC,制裁,别名: Atef Ibrahim ADWAN; Atef Ibrahim Mohammad IDWAN,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9709,us_ofac_cons,2026-06-19
Aerosun Corporation,组织,US-NS-CMIC,制裁,别名: Aerosun; Aerosun Corp.,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32129,us_ofac_cons,2026-06-19
Khaledah JARRAR,个人,US-NS-PLC,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9715,us_ofac_cons,2026-06-19
PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA,组织,US-SSI,制裁,别名: Sberbank of Russia; ПАО Сбербанк; Sberbank Rossii,ru; in; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17018,us_ofac_cons,2026-06-19
MZ MAYAK OAO,组织,US-SSI,制裁,别名: MASHINOSTROITELNIY ZAVOD MAYAK; OPEN JOINT-STOCK COMPANY MASHINOSTROITELNIY ZAVOD MAYAK; MAYAK MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18817,us_ofac_cons,2026-06-19
OMZ SPETSSTAL OOO,组织,US-SSI,制裁,别名: OMZ-SPECIAL STEELS; LIMITED LIABILITY COMPANY OMZ-SPETSSTAL,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20308,us_ofac_cons,2026-06-19
SETELEM BANK LIMITED LIABILITY COMPANY,组织,US-SSI,制裁,别名: SETELEM BANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU; CETELEM BANK LLC; Cetelem Bank Limited Liability Company,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18710,us_ofac_cons,2026-06-19
KIRISHIAVTOSERVIS OOO,组织,US-SSI,制裁,别名: LLC KIRISHIAVTOSERVIS; LIMITED LIABILITY COMPANY KIRISHIAVTOSERVIS,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23572,us_ofac_cons,2026-06-19
Riyad RADDAD,个人,US-NS-PLC,制裁,别名: Riyad Mahmoud Sa'eed RADAD; Riyad Radad AL-SEDAWI,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9691,us_ofac_cons,2026-06-19
SURGUTNEFTEGAS,组织,US-SSI,制裁,别名: Open Joint Stock Company Surgutneftegas; Surgutneftegas Public Joint Stock Company; PAO Surgutneftegas,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17145,us_ofac_cons,2026-06-19
Открытое акционерное общество Сбер Банк,组织,US-SSI,制裁,别名: BPS-SBERBANK OAO; BPS Sberbank OJSC; Sber Bank,by,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18714,us_ofac_cons,2026-06-19
Ismail Abdul Salah HANIYA,个人,US-NS-PLC,制裁,别名: Ismail HANIYA; Ismaeel HANIYYA,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9639,us_ofac_cons,2026-06-19
Megvii Technology Limited,组织,US-NS-CMIC,制裁,,cn; ky,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33091,us_ofac_cons,2026-06-19
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,组织,US-SSI,制裁,别名: VTB BANK BELARUS; CJSC VTB BANK BELARUS; VTB BANK BELARUS CJSC,by,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18721,us_ofac_cons,2026-06-19
BOM PROJECT FINANCING LTD,组织,US-SSI,制裁,别名: BOM PROJECT FINANCING LIMITED,cy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19997,us_ofac_cons,2026-06-19
"GAZPROM FLOT, OOO",组织,US-SSI,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM FLOT'; GAZPROM FLOT,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19638,us_ofac_cons,2026-06-19
China Academy of Launch Vehicle Technology,组织,US-NS-CMIC,制裁,,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30927,us_ofac_cons,2026-06-19
RN KOMSOMOLSKIY REFINERY LLC,组织,US-SSI,制裁,别名: KOMSOMOLSK REFINERY; LLC RN-KOMSOMOLSK REFINERY; LLC RN Komsomolskiy NPZ,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18284,us_ofac_cons,2026-06-19
VTB FACTORING LTD,组织,US-SSI,制裁,别名: VTB FACTORING LIMITED; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FAKTORING; VTB FAKTORING OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18733,us_ofac_cons,2026-06-19
"Semiconductor Manufacturing International Corporation Co., Ltd",组织,US-NS-CMIC,制裁,"别名: Semiconductor Manufacturing International Corporation Limited; SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION Co., Ltd; Semiconductor Mfg Intl Corp",cn; ky,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30951,us_ofac_cons,2026-06-19
MULTICARTA,组织,US-SSI,制裁,"别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MULTIKARTA; MULTICARTA, LTD; MULTIKARTA, OOO",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18738,us_ofac_cons,2026-06-19
AUCTION LIMITED LIABILITY COMPANY,组织,US-SSI,制裁,别名: AUKCION LIMITED LIABILITY COMPANY; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AUKTSION; AUKTSION OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18741,us_ofac_cons,2026-06-19
BANK BELVEB OJSC,组织,US-SSI,制裁,别名: BELVNESHECONOMBANK OPEN JOINT STOCK COMPANY; Bank BelVEB Open Joint Stock Company; BELVESHECONOMBANK OAO,by; ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18291,us_ofac_cons,2026-06-19
Nizar RAMADAN,个人,US-NS-PLC,制裁,别名: Nizar Abd-Al-Aziz RAMADAN,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9670,us_ofac_cons,2026-06-19
Khaled ABU HASSAN,个人,US-NS-PLC,制裁,别名: Khaled Suleiman Fayez ABOU HASSAN; Khalid Sulayman Fayiz ABU HASAN,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9689,us_ofac_cons,2026-06-19
OJSC ORENBURGNEFT,组织,US-SSI,制裁,别名: ORENBURGNEFT; OAO JSC ORENBURGNEFT,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18267,us_ofac_cons,2026-06-19
PO URALENERGOMONTAZH ZAO,组织,US-SSI,制裁,别名: AO PROIZVODSTVENNOE OBYEDINENIE 'URALENERGOMONTAZH',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20302,us_ofac_cons,2026-06-19
Hatem QFEISHEH,个人,US-NS-PLC,制裁,别名: Hadj Hatem ABU ANED; Hatem Rabah KAFEESHEH; Hatem QEFEISHA,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9674,us_ofac_cons,2026-06-19
Aero Engine Corporation of China,组织,US-NS-CMIC,制裁,"别名: Aero Engine Corp of China; CHINA AVIATION ENGINE GROUP CO., LTD",cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30902,us_ofac_cons,2026-06-19
CJSC VANKORNEFT,组织,US-SSI,制裁,别名: VANKORNEFT; ZAO VANKORNEFT,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18274,us_ofac_cons,2026-06-19
Muna Salim Saleh MANSOUR,个人,US-NS-PLC,制裁,别名: Muna Salem MANSOUR,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9655,us_ofac_cons,2026-06-19
VTB BANK PUBLIC JOINT STOCK COMPANY,Company,US-SSI,制裁,别名: Bank VTB PAO; VTB Bank; VTB Bank PJSC Shanghai Branch,ru; in; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17013,us_ofac_cons,2026-06-19
BANCO VTB AFRICA SA,组织,US-SSI,制裁,别名: VTB AFRICA,ao,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18725,us_ofac_cons,2026-06-19
ROSOBORONEKSPORT OAO,组织,US-SSI,制裁,别名: Rosoboroneksport OJSC; Russian Defense Export Rosoboronexport; Rosoboronexport JSC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18782,us_ofac_cons,2026-06-19
NEW FINANCIAL TECHNOLOGIES OOO,组织,US-SSI,制裁,别名: CLOSED JOINT-STOCK COMPANY NOVYE FINANSOVYE TEKHNOLOGII; ZAO NOVYE FINANSOVYE TEKHNOLOGII,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20301,us_ofac_cons,2026-06-19
"SVYAZTRANSNEFT, AO",组织,US-SSI,制裁,别名: JSC 'SVYAZTRANSNEFT'; OPEN JOINT-STOCK COMPANY 'COMMUNICATION OF THE OBJECTS OF OIL TRANSPORTATION AND EXTRACTION'; AKTSIONERNOE OBSHCHESTVO 'SVYAZ OBEKTOV TRANSPORTA I DOBYCHI NEFTI',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22388,us_ofac_cons,2026-06-19
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,组织,US-SSI,制裁,"别名: VO TEKHNOPROMEKSPORT, OAO; TECHNOPROMEXPORT OJSC; JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TECHNOPROMEXPORT",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18771,us_ofac_cons,2026-06-19
"SG MSK, AO",组织,US-SSI,制裁,别名: OPEN JOINT STOK COMPANY 'INSURANCE GROUP MCK'; PJSC 'INSURANCE GROUP MSK'; AKTSIONERNOE OBSHCHESTVO 'STRAKHOVAYA GRUPPA MSK',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19989,us_ofac_cons,2026-06-19
AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MASHINOSTROITELNY EKSPERIMENTALNY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,组织,US-SSI,制裁,别名: MMEZ-KT OJSC; MOSCOW MECHANICAL EXPERIMENTAL PLANT - COMPOSITE TECHNOLOGIES OPEN JOINT STOCK COMPANY; MOSKOVSKIY MEKHANICHESKIY EKSPERIMENTALNIY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18794,us_ofac_cons,2026-06-19
KONTSERN ORION OAO,组织,US-SSI,制裁,别名: OPEN JOINT-STOCK COMPANY KONTSERN ORION; ORION CONCERN OPEN JOINT STOCK COMPANY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18789,us_ofac_cons,2026-06-19
RN-YUGANSKNEFTEGAZ LLC,组织,US-SSI,制裁,别名: YUGANSKNEFTEGAZ; RN-YUGANSKNEFTEGAZ OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18276,us_ofac_cons,2026-06-19
"TRANSNEFT-MEDIA, OOO",组织,US-SSI,制裁,别名: LIMITED LIABILITY COMPANY 'TRANSPRESS'; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT - MEDIA'; LLC 'TRANSPRESS',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22384,us_ofac_cons,2026-06-19
LLC INFRASTRUCTURE MOLZHANINOVO,组织,US-SSI,制裁,别名: Infrastruktura Molzhaninovo,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18281,us_ofac_cons,2026-06-19
China North Industries Group Corporation Limited,组织,US-NS-CMIC,制裁,别名: Norinco; NORINCO Group; China North Industries Group Corporation,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30957,us_ofac_cons,2026-06-19
OOO PS YANDEX.MONEY,组织,US-SSI,制裁,别名: LLC PS YANDEX.MONEY; PS YANDEKS.DENGI OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18711,us_ofac_cons,2026-06-19
State Corporation Rostec,组织,US-SSI,制裁,"别名: Государственная корпорация по содействию разработке, производству и экспорту высокотехнологичной промышленной продукции Ростех; State Corporation for the Promotion of the Development, Manufacture, and Export of High Tech Products Rostec",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17260,us_ofac_cons,2026-06-19
SBERBANK TECHNOLOGIES CLOSED JOINT STOCK COMPANY,组织,US-SSI,制裁,"别名: ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK -TEKHNOLOGII; CLOSED JOINT STOCK COMPANY SBERBANK - TECHNOLOGY; SBERTEKH, ZAO",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18746,us_ofac_cons,2026-06-19
CHINA MARINE INFORMATION ELECTRONICS COMPANY LIMITED,组织,US-NS-CMIC,制裁,别名: China Marine Information Electronics Co Ltd,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32103,us_ofac_cons,2026-06-19
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,组织,US-SSI,制裁,别名: VTB SPECIALIZED DEPOSITORY CJSC; CJS VTB SPECIALIZED DEPOSITORY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18736,us_ofac_cons,2026-06-19
LLC SOVREMENNYE TECHNOLOGII,组织,US-SSI,制裁,"别名: SOVREMENNYE TEKHNOLOGII, OOO; MODERN TECHNOLOGIES LIMITED LIABILITY COMPANY; OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SOVREMENNYE TEKHNOLOGII",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18745,us_ofac_cons,2026-06-19
Omar Mahmoud MATAR,个人,US-NS-PLC,制裁,,ps,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9654,us_ofac_cons,2026-06-19
Open Joint Stock Company Russian Electronics,组织,US-SSI,制裁,别名: АО Росэлектроника; JSC RUSELECTRONICS; JSC Russian Electronics,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18770,us_ofac_cons,2026-06-19
